investor_id,fund_code,date_id,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV003540,149322,1016,Redemption,89616,Telangana,Hyderabad,T30,26-35,Male,23.6,Net Banking,Verified
INV003700,118633,1016,SIP,443,Maharashtra,Nashik,B30,46-55,Male,42.6,Net Banking,Verified
INV004033,102885,1016,Redemption,519384,West Bengal,Kolkata,T30,36-45,Male,56.1,Cheque,Verified
INV000027,118633,1016,Lumpsum,125155,Punjab,Chandigarh,T30,26-35,Male,20.7,Mandate,Verified
INV000957,120841,1016,SIP,7009,Madhya Pradesh,Bhopal,B30,36-45,Male,38.2,Cheque,Verified
INV002524,102886,1016,Redemption,348165,Rajasthan,Udaipur,B30,46-55,Male,72.9,Mandate,Verified
INV002989,118634,1016,SIP,57741,Haryana,Faridabad,B30,46-55,Male,16.3,Cheque,Verified
INV001903,118633,1016,Redemption,376738,Delhi,New Delhi,T30,26-35,Female,8.8,Net Banking,Verified
INV002990,100033,1016,SIP,15918,Uttar Pradesh,Kanpur,B30,46-55,Female,79.4,Mandate,Verified
INV004554,118634,1016,Redemption,261505,Rajasthan,Jaipur,T30,26-35,Female,10.7,Mandate,Verified
INV002067,119093,1016,SIP,7027,Gujarat,Ahmedabad,T30,36-45,Female,46.2,UPI,Verified
INV004412,120503,1016,SIP,1033,Punjab,Amritsar,B30,26-35,Female,21.6,UPI,Pending
INV003598,149322,1016,SIP,2213,Delhi,Gurugram,T30,26-35,Female,12.7,UPI,Verified
INV001075,149323,1016,SIP,2045,Punjab,Chandigarh,T30,26-35,Female,24.5,UPI,Pending
INV001399,101208,1016,SIP,8643,Delhi,New Delhi,T30,26-35,Female,16.4,UPI,Verified
INV003705,100016,1016,SIP,1732,Telangana,Hyderabad,T30,26-35,Male,8.0,UPI,Verified
INV002188,101207,1016,Lumpsum,407723,Rajasthan,Jaipur,T30,26-35,Male,19.1,Cheque,Verified
INV003968,120504,1016,SIP,11809,Maharashtra,Mumbai,T30,46-55,Female,58.7,Net Banking,Verified
INV001580,120503,1016,SIP,4664,Punjab,Chandigarh,T30,26-35,Male,18.7,UPI,Verified
INV002259,119092,1016,Lumpsum,54290,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Mandate,Verified
INV001304,118636,1016,SIP,1038,Gujarat,Ahmedabad,T30,26-35,Male,21.8,Net Banking,Verified
INV003021,102885,1016,Lumpsum,31122,Telangana,Hyderabad,T30,56+,Female,65.0,Cheque,Verified
INV000815,100025,1016,Lumpsum,338478,Karnataka,Mysore,B30,26-35,Male,9.2,Net Banking,Verified
INV004630,148567,1016,Lumpsum,29968,Madhya Pradesh,Bhopal,B30,26-35,Female,6.3,Net Banking,Verified
INV002804,118632,1016,SIP,475,Madhya Pradesh,Indore,T30,36-45,Male,39.9,Cheque,Verified
INV003916,101207,1017,Redemption,383445,Karnataka,Mysore,B30,26-35,Male,23.6,Mandate,Verified
INV001949,118635,1017,Lumpsum,144344,Rajasthan,Jaipur,T30,36-45,Male,43.2,Cheque,Verified
INV003014,102887,1017,Lumpsum,230720,Karnataka,Bangalore,T30,26-35,Female,12.3,Mandate,Verified
INV003038,119094,1017,SIP,1000,Gujarat,Ahmedabad,T30,18-25,Male,6.0,Mandate,Verified
INV004258,120504,1017,SIP,5611,Gujarat,Ahmedabad,T30,36-45,Male,56.6,UPI,Verified
INV000347,120841,1017,SIP,5631,West Bengal,Kolkata,T30,18-25,Male,7.7,Net Banking,Verified
INV000010,125497,1017,Lumpsum,315731,Maharashtra,Pune,T30,36-45,Male,13.6,UPI,Verified
INV002881,148568,1017,SIP,7501,Uttar Pradesh,Agra,B30,26-35,Female,11.4,Net Banking,Verified
INV004282,119095,1017,SIP,13484,Punjab,Amritsar,B30,26-35,Male,20.8,Cheque,Verified
INV000977,120841,1017,SIP,11833,Karnataka,Mysore,B30,56+,Male,22.5,UPI,Verified
INV002810,120842,1017,Lumpsum,410937,Punjab,Amritsar,B30,36-45,Male,33.2,Cheque,Pending
INV002641,102886,1017,Lumpsum,454544,Maharashtra,Nashik,B30,56+,Male,27.1,Net Banking,Verified
INV001500,120505,1017,Lumpsum,457786,Maharashtra,Pune,T30,26-35,Female,6.5,UPI,Verified
INV004807,118635,1017,SIP,2316,Maharashtra,Mumbai,T30,36-45,Male,31.4,Net Banking,Verified
INV003772,120507,1017,SIP,1113,Punjab,Amritsar,B30,18-25,Female,6.8,Mandate,Verified
INV002390,118636,1017,SIP,454,Uttar Pradesh,Kanpur,B30,56+,Female,24.4,Cheque,Verified
INV004027,120842,1017,SIP,10555,Punjab,Amritsar,B30,26-35,Male,8.7,Cheque,Verified
INV004619,100025,1017,Lumpsum,213344,Gujarat,Ahmedabad,T30,46-55,Male,47.9,UPI,Verified
INV000970,118635,1017,SIP,2431,Tamil Nadu,Coimbatore,B30,46-55,Male,28.8,Net Banking,Verified
INV000137,119093,1017,Lumpsum,376937,Rajasthan,Jaipur,T30,26-35,Female,12.0,Cheque,Verified
INV004030,120505,1017,SIP,20501,Uttar Pradesh,Lucknow,T30,18-25,Female,4.4,Mandate,Verified
INV001530,148567,1017,Lumpsum,60387,Telangana,Hyderabad,T30,26-35,Male,21.0,Cheque,Verified
INV002440,100033,1017,SIP,44535,Karnataka,Bangalore,T30,18-25,Female,3.0,UPI,Verified
INV004376,101208,1017,SIP,2090,West Bengal,Kolkata,T30,46-55,Female,92.6,Mandate,Verified
INV003822,100025,1017,Lumpsum,489121,Rajasthan,Jaipur,T30,26-35,Male,12.9,Cheque,Verified
INV003450,119120,1017,Lumpsum,448827,Maharashtra,Nashik,B30,18-25,Female,4.2,Net Banking,Verified
INV000098,100016,1017,SIP,17901,Telangana,Hyderabad,T30,36-45,Male,33.8,Cheque,Verified
INV001550,102887,1017,Redemption,145712,Punjab,Chandigarh,T30,18-25,Male,4.1,Cheque,Verified
INV004451,119092,1017,Redemption,97971,Madhya Pradesh,Bhopal,B30,56+,Male,78.6,UPI,Verified
INV001597,120504,1017,Lumpsum,310384,West Bengal,Kolkata,T30,36-45,Male,46.1,Cheque,Verified
INV002700,148568,1017,Redemption,398471,Tamil Nadu,Coimbatore,B30,26-35,Male,8.1,Net Banking,Verified
INV003821,119093,1017,Lumpsum,338330,Delhi,Noida,T30,18-25,Female,6.4,Net Banking,Pending
INV002282,120504,1017,SIP,6845,West Bengal,Kolkata,T30,36-45,Male,53.7,Cheque,Pending
INV002106,148568,1017,Lumpsum,19355,Uttar Pradesh,Lucknow,T30,26-35,Male,20.8,Cheque,Pending
INV000389,120504,1017,SIP,2779,Delhi,Gurugram,T30,46-55,Male,50.2,Cheque,Verified
INV004642,120507,1017,SIP,56721,Uttar Pradesh,Kanpur,B30,46-55,Male,31.9,Cheque,Verified
INV001117,101208,1017,SIP,6485,Punjab,Amritsar,B30,18-25,Male,3.9,Cheque,Verified
INV002832,119092,1017,Redemption,361537,Uttar Pradesh,Lucknow,T30,26-35,Male,15.9,Mandate,Verified
INV000836,119092,1017,SIP,412,Haryana,Gurugram,T30,26-35,Male,24.4,Cheque,Verified
INV001107,100016,1017,SIP,1094,Gujarat,Ahmedabad,T30,26-35,Male,19.5,Cheque,Verified
INV002117,120844,1017,Redemption,321375,Delhi,Gurugram,T30,26-35,Male,21.7,UPI,Verified
INV004441,120507,1017,SIP,2384,Uttar Pradesh,Lucknow,T30,26-35,Male,24.0,Mandate,Verified
INV001049,149322,1017,SIP,1943,Madhya Pradesh,Indore,T30,36-45,Female,52.5,Net Banking,Pending
INV004866,120505,1017,SIP,14088,Madhya Pradesh,Bhopal,B30,36-45,Male,14.6,Mandate,Verified
INV000145,118635,1017,Lumpsum,158919,Delhi,New Delhi,T30,26-35,Male,9.3,Net Banking,Verified
INV001888,119092,1017,SIP,3250,Delhi,New Delhi,T30,18-25,Female,6.4,Mandate,Verified
INV000332,102886,1017,SIP,15666,Telangana,Hyderabad,T30,36-45,Female,12.9,UPI,Verified
INV000606,120506,1017,Lumpsum,48524,Karnataka,Mysore,B30,18-25,Male,7.8,Mandate,Verified
INV004493,119092,1017,SIP,8901,Tamil Nadu,Chennai,T30,36-45,Male,19.3,Mandate,Verified
INV000655,120844,1017,Lumpsum,308880,Karnataka,Bangalore,T30,26-35,Male,8.0,UPI,Pending
INV004307,120503,1017,Lumpsum,187853,Haryana,Faridabad,B30,26-35,Male,19.3,Cheque,Verified
INV000307,120503,1017,SIP,5020,Telangana,Hyderabad,T30,18-25,Male,7.8,Mandate,Verified
INV001823,100033,1017,Lumpsum,473255,Tamil Nadu,Coimbatore,B30,26-35,Male,17.1,Cheque,Verified
INV004593,118636,1018,SIP,11792,Punjab,Amritsar,B30,26-35,Male,13.7,Net Banking,Verified
INV001605,148569,1018,SIP,4460,Uttar Pradesh,Kanpur,B30,26-35,Female,12.4,Mandate,Verified
INV003179,148569,1018,SIP,2431,Rajasthan,Jaipur,T30,36-45,Male,53.3,UPI,Verified
INV003905,102886,1018,SIP,1014,Maharashtra,Mumbai,T30,26-35,Male,24.3,Mandate,Verified
INV004825,125498,1018,Lumpsum,136658,Delhi,Noida,T30,56+,Male,15.3,Mandate,Verified
INV004742,118633,1018,SIP,2263,Punjab,Chandigarh,T30,26-35,Male,16.2,Cheque,Verified
INV001640,120843,1018,SIP,3109,Rajasthan,Jaipur,T30,36-45,Female,52.6,Mandate,Verified
INV004375,100033,1018,SIP,2563,Madhya Pradesh,Bhopal,B30,26-35,Male,17.7,UPI,Verified
INV002567,120842,1018,SIP,7411,Madhya Pradesh,Indore,T30,36-45,Male,20.3,UPI,Pending
INV002049,120505,1018,SIP,2996,Tamil Nadu,Coimbatore,B30,36-45,Female,36.8,Net Banking,Verified
INV001999,120507,1018,SIP,10750,Rajasthan,Udaipur,B30,18-25,Male,5.8,Cheque,Verified
INV002526,120503,1018,Lumpsum,159810,Madhya Pradesh,Bhopal,B30,18-25,Female,3.5,Cheque,Verified
INV003436,118635,1018,Redemption,114530,Maharashtra,Mumbai,T30,36-45,Female,54.4,Net Banking,Verified
INV000825,101207,1018,SIP,5604,Madhya Pradesh,Bhopal,B30,18-25,Female,5.5,Cheque,Verified
INV000183,119093,1018,Redemption,118313,Tamil Nadu,Coimbatore,B30,26-35,Male,9.8,Cheque,Verified
INV004760,120507,1018,SIP,2118,Uttar Pradesh,Lucknow,T30,18-25,Male,4.8,Net Banking,Verified
INV004289,149323,1018,SIP,525,Karnataka,Bangalore,T30,26-35,Male,14.8,UPI,Verified
INV000589,101207,1018,SIP,5187,Uttar Pradesh,Kanpur,B30,18-25,Female,6.3,Cheque,Verified
INV001018,148568,1018,Redemption,6966,Telangana,Hyderabad,T30,46-55,Female,65.2,Mandate,Verified
INV004959,102886,1018,Redemption,370919,Delhi,New Delhi,T30,18-25,Female,5.8,Net Banking,Verified
INV003433,120842,1018,Redemption,392242,Rajasthan,Jaipur,T30,26-35,Female,9.1,Mandate,Verified
INV001820,119093,1018,Lumpsum,26428,Maharashtra,Mumbai,T30,36-45,Female,39.3,Mandate,Verified
INV003175,119552,1018,Lumpsum,560418,Punjab,Amritsar,B30,26-35,Female,24.3,Net Banking,Verified
INV001994,120505,1018,SIP,570,Tamil Nadu,Coimbatore,B30,18-25,Female,5.2,Net Banking,Verified
INV001021,148569,1018,SIP,1781,Maharashtra,Mumbai,T30,56+,Male,50.5,Mandate,Verified
INV001262,148569,1018,SIP,2046,Karnataka,Bangalore,T30,26-35,Male,14.0,Mandate,Verified
INV003357,119598,1018,SIP,8990,Madhya Pradesh,Bhopal,B30,26-35,Female,15.3,Mandate,Verified
INV001935,119093,1018,SIP,9362,Rajasthan,Jaipur,T30,26-35,Male,21.2,Mandate,Verified
INV003598,100016,1018,SIP,526,Delhi,Gurugram,T30,26-35,Female,12.7,Mandate,Verified
INV004804,119599,1018,SIP,2206,Maharashtra,Mumbai,T30,36-45,Male,44.1,UPI,Verified
INV000556,119093,1018,SIP,2425,Rajasthan,Udaipur,B30,18-25,Male,7.2,Cheque,Verified
INV003712,125498,1018,Lumpsum,316125,Maharashtra,Pune,T30,46-55,Male,82.6,UPI,Verified
INV003073,119120,1018,SIP,6564,Punjab,Amritsar,B30,26-35,Male,11.9,Net Banking,Verified
INV003553,148567,1018,Lumpsum,276215,Punjab,Amritsar,B30,36-45,Male,33.0,Net Banking,Verified
INV002339,118632,1018,SIP,566,Delhi,New Delhi,T30,36-45,Male,46.4,Cheque,Verified
INV003139,118634,1018,Lumpsum,91924,Karnataka,Mysore,B30,36-45,Male,39.4,Cheque,Verified
INV003986,119551,1018,Redemption,155071,Telangana,Hyderabad,T30,36-45,Male,44.2,UPI,Verified
INV000033,148569,1018,SIP,584,Delhi,New Delhi,T30,36-45,Female,12.4,UPI,Verified
INV004642,118633,1018,SIP,7430,Uttar Pradesh,Kanpur,B30,46-55,Male,31.9,Cheque,Verified
INV000360,120841,1018,Lumpsum,407093,Maharashtra,Mumbai,T30,36-45,Female,55.3,Cheque,Verified
INV000910,120507,1018,SIP,576,Madhya Pradesh,Indore,T30,46-55,Male,58.8,UPI,Verified
INV003638,120843,1018,Lumpsum,185050,West Bengal,Kolkata,T30,56+,Male,27.1,Cheque,Verified
INV002092,148567,1018,SIP,6515,Punjab,Amritsar,B30,18-25,Male,7.7,Cheque,Verified
INV000138,120505,1018,SIP,2743,Telangana,Hyderabad,T30,26-35,Male,24.7,Mandate,Verified
INV002837,125497,1018,Redemption,162840,Delhi,Gurugram,T30,26-35,Female,14.6,UPI,Pending
INV004828,149323,1018,SIP,42083,Gujarat,Surat,T30,56+,Female,58.3,Net Banking,Verified
INV004933,118635,1018,Lumpsum,53728,Karnataka,Bangalore,T30,46-55,Female,65.3,Net Banking,Verified
INV003630,119599,1018,Redemption,87658,Karnataka,Bangalore,T30,18-25,Female,4.9,Mandate,Verified
INV002798,120843,1018,Redemption,314570,Tamil Nadu,Coimbatore,B30,26-35,Female,24.5,Net Banking,Verified
INV001206,120841,1018,Redemption,232278,Delhi,Noida,T30,26-35,Male,11.7,Cheque,Verified
INV004545,149324,1018,Lumpsum,384016,Madhya Pradesh,Indore,T30,26-35,Male,12.8,Cheque,Verified
INV001453,100016,1018,SIP,2622,Gujarat,Ahmedabad,T30,36-45,Male,34.6,UPI,Verified
INV003203,100016,1018,Redemption,288169,Telangana,Hyderabad,T30,26-35,Male,22.5,UPI,Verified
INV001608,102885,1018,SIP,2906,Delhi,Gurugram,T30,26-35,Male,13.1,Mandate,Verified
INV000609,118634,1018,Redemption,381639,Tamil Nadu,Coimbatore,B30,18-25,Male,3.9,UPI,Verified
INV003887,119093,1018,Lumpsum,147078,Rajasthan,Udaipur,B30,56+,Female,54.1,UPI,Verified
INV004125,119094,1018,SIP,4316,Gujarat,Surat,T30,26-35,Male,9.4,Net Banking,Verified
INV002173,120505,1018,SIP,443,Rajasthan,Jaipur,T30,26-35,Female,6.5,Net Banking,Verified
INV001743,101207,1018,SIP,52193,Telangana,Hyderabad,T30,26-35,Male,23.5,Mandate,Verified
INV004790,119551,1018,Lumpsum,266456,Tamil Nadu,Coimbatore,B30,18-25,Male,3.4,Net Banking,Verified
INV004391,102886,1018,SIP,4365,Maharashtra,Mumbai,T30,26-35,Female,23.3,Mandate,Verified
INV004754,101206,1018,SIP,401,Telangana,Hyderabad,T30,36-45,Female,51.5,Net Banking,Verified
INV004201,119598,1018,SIP,2335,Telangana,Hyderabad,T30,36-45,Male,20.2,Net Banking,Verified
INV003440,120841,1018,SIP,1860,Rajasthan,Udaipur,B30,36-45,Male,24.1,Mandate,Verified
INV001111,118636,1018,SIP,1771,Delhi,Gurugram,T30,18-25,Male,7.8,Net Banking,Pending
INV000491,120844,1018,SIP,5449,Madhya Pradesh,Indore,T30,56+,Male,58.2,Cheque,Verified
INV002527,120844,1018,Lumpsum,18377,Telangana,Hyderabad,T30,18-25,Male,6.8,Net Banking,Verified
INV002314,102886,1019,SIP,5913,Tamil Nadu,Chennai,T30,18-25,Male,3.9,Net Banking,Verified
INV001615,120842,1019,SIP,56624,Tamil Nadu,Chennai,T30,26-35,Male,15.7,Cheque,Verified
INV004369,120504,1019,SIP,14049,West Bengal,Kolkata,T30,26-35,Male,16.8,Mandate,Verified
INV004225,125497,1019,Lumpsum,505637,Karnataka,Bangalore,T30,26-35,Male,24.8,Net Banking,Verified
INV002645,102886,1019,SIP,4553,Haryana,Gurugram,T30,46-55,Female,67.7,UPI,Verified
INV004813,119552,1019,SIP,420,West Bengal,Kolkata,T30,26-35,Male,13.9,Mandate,Verified
INV004682,118636,1019,SIP,2783,Telangana,Hyderabad,T30,26-35,Female,8.7,UPI,Verified
INV002977,120504,1019,SIP,2011,Haryana,Faridabad,B30,36-45,Female,26.6,UPI,Verified
INV002607,120844,1019,Redemption,25665,Rajasthan,Udaipur,B30,36-45,Male,57.5,Cheque,Verified
INV001518,148569,1019,SIP,881,Karnataka,Mysore,B30,18-25,Male,3.9,UPI,Verified
INV001938,101206,1019,SIP,8327,Karnataka,Mysore,B30,26-35,Male,17.4,Net Banking,Verified
INV003153,120841,1019,SIP,8325,Madhya Pradesh,Indore,T30,36-45,Female,20.5,Cheque,Verified
INV002723,119120,1019,SIP,1088,West Bengal,Kolkata,T30,36-45,Female,54.4,Net Banking,Verified
INV002093,119092,1019,Redemption,53441,Punjab,Chandigarh,T30,26-35,Male,14.7,Cheque,Verified
INV004306,148569,1019,SIP,10307,Telangana,Hyderabad,T30,26-35,Female,20.4,Cheque,Verified
INV002722,118632,1019,SIP,25986,Delhi,Noida,T30,36-45,Female,50.9,Net Banking,Verified
INV004152,119094,1019,SIP,818,Rajasthan,Udaipur,B30,56+,Male,44.0,Mandate,Verified
INV000146,148567,1019,Redemption,10497,Delhi,Gurugram,T30,26-35,Male,14.1,Mandate,Verified
INV002813,118634,1019,SIP,1965,Punjab,Chandigarh,T30,26-35,Male,13.5,Cheque,Verified
INV002329,119552,1019,SIP,2594,Madhya Pradesh,Indore,T30,56+,Male,51.2,UPI,Verified
INV004805,118633,1019,Lumpsum,350821,Madhya Pradesh,Indore,T30,26-35,Female,7.6,Mandate,Verified
INV001195,125497,1019,SIP,4162,Gujarat,Surat,T30,26-35,Male,6.4,Mandate,Verified
INV003795,119599,1019,SIP,524,West Bengal,Kolkata,T30,18-25,Male,7.6,Cheque,Verified
INV002471,119095,1019,SIP,965,Punjab,Chandigarh,T30,18-25,Male,3.1,UPI,Verified
INV001395,120506,1019,SIP,13389,Telangana,Hyderabad,T30,56+,Male,53.5,Mandate,Verified
INV002461,125497,1019,Lumpsum,564445,West Bengal,Kolkata,T30,26-35,Male,19.5,Mandate,Verified
INV000260,148567,1019,SIP,54885,Delhi,Gurugram,T30,18-25,Male,4.1,Mandate,Verified
INV000344,120505,1019,SIP,2887,Madhya Pradesh,Bhopal,B30,36-45,Male,56.7,Cheque,Pending
INV000720,125498,1019,Lumpsum,424737,Gujarat,Ahmedabad,T30,18-25,Female,5.8,UPI,Verified
INV001752,120843,1019,Lumpsum,313672,Rajasthan,Udaipur,B30,26-35,Female,13.4,UPI,Verified
INV003654,119120,1019,SIP,11981,Delhi,New Delhi,T30,18-25,Male,6.6,Cheque,Pending
INV001810,120505,1019,SIP,9780,Uttar Pradesh,Kanpur,B30,26-35,Female,10.1,Mandate,Verified
INV001742,120844,1019,SIP,2334,Haryana,Gurugram,T30,18-25,Male,3.5,Cheque,Verified
INV004526,120505,1019,Lumpsum,80644,West Bengal,Kolkata,T30,36-45,Male,19.9,Cheque,Verified
INV002202,119552,1019,SIP,595,Madhya Pradesh,Indore,T30,18-25,Female,7.1,Cheque,Verified
INV000636,119552,1019,Lumpsum,181164,Delhi,Noida,T30,46-55,Male,79.6,Mandate,Pending
INV000553,125498,1019,SIP,23229,Rajasthan,Jaipur,T30,36-45,Male,50.4,Mandate,Verified
INV001409,149322,1019,SIP,2028,Haryana,Faridabad,B30,18-25,Male,4.5,UPI,Verified
INV003262,102886,1019,Redemption,184921,Telangana,Hyderabad,T30,46-55,Male,80.2,Mandate,Verified
INV000860,118632,1019,Redemption,170641,Madhya Pradesh,Bhopal,B30,36-45,Female,51.8,UPI,Verified
INV003366,119551,1019,Lumpsum,130457,Madhya Pradesh,Bhopal,B30,18-25,Male,3.3,Net Banking,Verified
INV000400,102887,1019,Lumpsum,526397,Punjab,Chandigarh,T30,26-35,Male,22.1,Net Banking,Verified
INV002167,148567,1019,Redemption,424811,Rajasthan,Jaipur,T30,26-35,Female,8.7,Cheque,Verified
INV000699,149322,1019,SIP,434,Rajasthan,Jaipur,T30,18-25,Male,7.7,UPI,Verified
INV004288,149323,1019,SIP,24684,Punjab,Amritsar,B30,18-25,Female,6.1,Mandate,Verified
INV004098,149322,1019,SIP,949,Delhi,Noida,T30,26-35,Male,11.3,Cheque,Pending
INV004691,148568,1019,SIP,3484,Delhi,Noida,T30,26-35,Male,14.5,Mandate,Verified
INV001797,120507,1019,Redemption,498982,Punjab,Amritsar,B30,26-35,Female,6.8,UPI,Verified
INV004384,120503,1019,Lumpsum,210910,Delhi,Noida,T30,26-35,Male,12.1,UPI,Verified
INV002010,119094,1019,SIP,8758,Uttar Pradesh,Agra,B30,56+,Male,11.6,Cheque,Verified
INV004369,119092,1019,Redemption,220975,West Bengal,Kolkata,T30,26-35,Male,16.8,Net Banking,Verified
INV004118,118636,1019,SIP,23215,Punjab,Chandigarh,T30,36-45,Male,26.2,Mandate,Pending
INV003220,100033,1019,Lumpsum,395360,Madhya Pradesh,Bhopal,B30,26-35,Male,7.6,UPI,Verified
INV002506,118633,1019,Lumpsum,19603,Karnataka,Bangalore,T30,18-25,Female,3.2,Net Banking,Verified
INV003228,119092,1019,SIP,9856,Madhya Pradesh,Bhopal,B30,26-35,Male,20.0,UPI,Verified
INV000625,120842,1019,SIP,3014,Rajasthan,Jaipur,T30,46-55,Female,19.7,UPI,Verified
INV001748,118634,1019,Lumpsum,204081,Gujarat,Ahmedabad,T30,36-45,Female,16.2,Mandate,Pending
INV002698,120507,1019,SIP,1715,Maharashtra,Pune,T30,26-35,Male,20.9,Cheque,Verified
INV002574,119095,1019,SIP,2052,Maharashtra,Nashik,B30,26-35,Male,11.1,Cheque,Verified
INV000942,120507,1019,SIP,2064,Haryana,Faridabad,B30,56+,Male,70.2,Mandate,Verified
INV004457,119120,1020,SIP,3490,Telangana,Hyderabad,T30,18-25,Male,6.7,Mandate,Verified
INV004467,119551,1020,Lumpsum,142773,Tamil Nadu,Chennai,T30,46-55,Male,52.4,Cheque,Verified
INV000912,101206,1020,SIP,1046,Haryana,Faridabad,B30,36-45,Male,26.7,Cheque,Verified
INV002290,119551,1020,SIP,997,Gujarat,Ahmedabad,T30,36-45,Male,24.7,Cheque,Verified
INV002824,102887,1020,Lumpsum,255180,Rajasthan,Jaipur,T30,56+,Male,42.5,UPI,Verified
INV003526,100025,1020,Redemption,242534,Maharashtra,Nashik,B30,36-45,Male,24.2,UPI,Verified
INV003884,118636,1020,SIP,43823,Rajasthan,Udaipur,B30,18-25,Male,6.6,Cheque,Pending
INV000586,120841,1020,SIP,541,West Bengal,Kolkata,T30,36-45,Male,43.8,Cheque,Verified
INV000922,102885,1020,SIP,2234,Karnataka,Mysore,B30,26-35,Male,22.4,UPI,Verified
INV000287,148569,1020,Redemption,54830,Uttar Pradesh,Kanpur,B30,56+,Female,15.9,Mandate,Verified
INV002355,149322,1020,SIP,7493,Rajasthan,Jaipur,T30,26-35,Female,23.7,Mandate,Pending
INV003642,120842,1020,Lumpsum,389196,Haryana,Faridabad,B30,18-25,Male,3.1,Net Banking,Verified
INV002315,102886,1020,Lumpsum,325938,Haryana,Faridabad,B30,18-25,Male,6.4,Mandate,Verified
INV001661,125498,1020,Redemption,257136,Uttar Pradesh,Lucknow,T30,56+,Female,26.4,Mandate,Pending
INV003859,119094,1020,Lumpsum,281772,Karnataka,Bangalore,T30,36-45,Male,28.5,UPI,Verified
INV003211,119598,1020,SIP,1069,Uttar Pradesh,Lucknow,T30,36-45,Male,55.1,Mandate,Verified
INV002886,118635,1020,SIP,41485,Tamil Nadu,Chennai,T30,18-25,Female,7.1,Cheque,Verified
INV000320,119598,1020,Redemption,475229,Uttar Pradesh,Kanpur,B30,26-35,Male,19.7,Cheque,Verified
INV002044,100025,1020,SIP,2634,Gujarat,Ahmedabad,T30,26-35,Female,19.1,UPI,Verified
INV001017,118634,1020,SIP,4105,West Bengal,Kolkata,T30,26-35,Female,19.0,Mandate,Verified
INV003191,102887,1020,Redemption,259032,Madhya Pradesh,Bhopal,B30,18-25,Female,6.8,Net Banking,Verified
INV004469,119599,1020,Redemption,148401,Delhi,Noida,T30,26-35,Female,24.1,Net Banking,Verified
INV000869,101207,1020,SIP,2332,West Bengal,Kolkata,T30,26-35,Female,12.1,Net Banking,Verified
INV004740,118632,1020,SIP,1788,Tamil Nadu,Chennai,T30,56+,Male,43.4,Net Banking,Verified
INV003578,102886,1020,Redemption,393835,Uttar Pradesh,Lucknow,T30,36-45,Female,36.5,Net Banking,Verified
INV004067,118633,1020,SIP,28858,Delhi,Gurugram,T30,26-35,Male,8.5,Mandate,Verified
INV003238,149322,1020,Redemption,412993,Telangana,Hyderabad,T30,26-35,Male,24.1,Cheque,Verified
INV002150,120504,1020,SIP,5854,Uttar Pradesh,Kanpur,B30,26-35,Female,21.5,Cheque,Verified
INV002211,120507,1020,SIP,1709,Gujarat,Surat,T30,26-35,Male,11.3,Mandate,Verified
INV000095,100033,1020,SIP,11383,West Bengal,Kolkata,T30,18-25,Male,6.5,Mandate,Verified
INV001900,118632,1020,SIP,16077,Tamil Nadu,Coimbatore,B30,36-45,Female,19.7,Mandate,Verified
INV000980,120507,1020,SIP,2271,West Bengal,Kolkata,T30,18-25,Female,7.3,Mandate,Verified
INV002471,100033,1020,Lumpsum,239904,Punjab,Chandigarh,T30,18-25,Male,3.1,UPI,Verified
INV000935,102885,1020,SIP,2775,Telangana,Hyderabad,T30,36-45,Male,14.6,Mandate,Verified
INV000821,100016,1020,Redemption,6790,Uttar Pradesh,Kanpur,B30,36-45,Male,50.1,Net Banking,Verified
INV001359,120504,1020,Redemption,196574,Haryana,Gurugram,T30,36-45,Female,41.8,UPI,Pending
INV000639,148569,1020,Redemption,346845,Tamil Nadu,Coimbatore,B30,18-25,Female,3.6,Net Banking,Verified
INV000160,119093,1020,SIP,16360,Tamil Nadu,Chennai,T30,36-45,Female,26.8,Net Banking,Verified
INV003438,101208,1020,SIP,1105,Delhi,Noida,T30,26-35,Female,19.6,UPI,Verified
INV004566,100025,1020,Lumpsum,32861,Punjab,Chandigarh,T30,26-35,Male,20.1,Mandate,Verified
INV004287,119094,1020,Redemption,145507,Gujarat,Surat,T30,26-35,Female,18.1,Net Banking,Verified
INV002585,148568,1020,SIP,3074,Uttar Pradesh,Lucknow,T30,18-25,Male,3.2,UPI,Verified
INV001375,101207,1020,SIP,933,Haryana,Gurugram,T30,18-25,Male,6.3,Cheque,Verified
INV003303,101207,1020,SIP,9973,Gujarat,Ahmedabad,T30,26-35,Male,15.8,Cheque,Verified
INV003242,118635,1020,Lumpsum,48979,Punjab,Chandigarh,T30,26-35,Female,18.1,Net Banking,Verified
INV001736,118633,1020,Lumpsum,317146,Rajasthan,Udaipur,B30,46-55,Female,69.5,Net Banking,Verified
INV000709,119551,1020,SIP,2129,Telangana,Hyderabad,T30,26-35,Female,13.6,UPI,Verified
INV000734,149324,1020,Lumpsum,304660,Maharashtra,Pune,T30,26-35,Female,15.2,Net Banking,Verified
INV003739,101207,1020,SIP,48361,Gujarat,Surat,T30,46-55,Female,81.0,Net Banking,Verified
INV000823,101207,1020,SIP,8626,Madhya Pradesh,Bhopal,B30,46-55,Male,41.5,Mandate,Verified
